rank,pano_id,best_yaw,lng,lat,best_view_path,best_view_score,prompt_best,num_views,num_views_above_thresh
279,PWN9OwvGvBgEWSUEkXg8Tg,270,9.201891369,45.4892111,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\PWN9OwvGvBgEWSUEkXg8Tg_270.jpg,0.21472168,benches on the sidewalk,4,1
280,xGngaov8CPJO6fsjxy_7_g,90,9.201060636,45.46394487,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xGngaov8CPJO6fsjxy_7_g_090.jpg,0.21472168,public bench,4,1
281,zKC3u_9M70BwdqaCcm88rQ,180,9.1728286,45.4760541,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\zKC3u_9M70BwdqaCcm88rQ_180.jpg,0.21459961,street benches,4,1
282,XGvnJRkrbcRciFSymB4v5w,90,9.252552588,45.43233749,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\XGvnJRkrbcRciFSymB4v5w_090.jpg,0.21459961,bench near the curb,4,1
283,fRn12FxkDkVniZmjgC82Qw,270,9.2351389,45.50127601,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\fRn12FxkDkVniZmjgC82Qw_270.jpg,0.21459961,benches on the sidewalk,4,1
284,KpuXfSxVk-ODbQhnwJ1zQA,270,9.181382058,45.4754071,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\KpuXfSxVk-ODbQhnwJ1zQA_270.jpg,0.21459961,benches on the sidewalk,4,1
285,hNCdRlduvAwgQc7L3v3TfQ,90,9.198073362,45.51222163,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\hNCdRlduvAwgQc7L3v3TfQ_090.jpg,0.21459961,street benches,4,1
286,sSLkONd3vuw63hji7T1Q0Q,90,9.199967323,45.51947001,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\sSLkONd3vuw63hji7T1Q0Q_090.jpg,0.21459961,public bench,4,1
287,axaCyfHQpRFVhK36qOSlcQ,270,9.223956374,45.45818082,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\axaCyfHQpRFVhK36qOSlcQ_270.jpg,0.21459961,bench near the curb,4,1
288,MpPRLtCKFrge-4bW9n6Tqw,90,9.124198555,45.46810021,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\MpPRLtCKFrge-4bW9n6Tqw_090.jpg,0.21447754,street benches,4,1
